Name,U4Ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Date,10/17/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,4/12/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Afghanistan Total Downloads,Albania Total Downloads,Algeria Total Downloads,Angola Total Downloads,Anguilla Total Downloads,Antigua and Barbuda Total Downloads,Argentina Total Downloads,Armenia Total Downloads,Australia Total Downloads,Austria Total Downloads,Azerbaijan Total Downloads,Bahamas Total Downloads,Bahrain Total Downloads,Barbados Total Downloads,Belarus Total Downloads,Belgium Total Downloads,Belize Total Downloads,Benin Total Downloads,Bermuda Total Downloads,Bhutan Total Downloads,Bolivia Total Downloads,Bosnia and Herzegovina Total Downloads,Botswana Total Downloads,Brazil Total Downloads,British Virgin Islands Total Downloads,Brunei Total Downloads,Bulgaria Total Downloads,Burkina Faso Total Downloads,Cambodia Total Downloads,Cameroon Total Downloads,Canada Total Downloads,Cape Verde Total Downloads,Cayman Islands Total Downloads,Chad Total Downloads,Chile Total Downloads,China mainland Total Downloads,Colombia Total Downloads,"Congo, Democratic Republic of the Total Downloads","Congo, Republic of the Total Downloads",Costa Rica Total Downloads,Côte d’Ivoire Total Downloads,Croatia Total Downloads,Cyprus Total Downloads,Czech Republic Total Downloads,Denmark Total Downloads,Dominica Total Downloads,Dominican Republic Total Downloads,Ecuador Total Downloads,Egypt Total Downloads,El Salvador Total Downloads,Estonia Total Downloads,Eswatini Total Downloads,Fiji Total Downloads,Finland Total Downloads,France Total Downloads,Gabon Total Downloads,Gambia Total Downloads,Georgia Total Downloads,Germany Total Downloads,Ghana Total Downloads,Greece Total Downloads,Grenada Total Downloads,Guatemala Total Downloads,Guinea-Bissau Total Downloads,Guyana Total Downloads,Honduras Total Downloads,Hong Kong Total Downloads,Hungary Total Downloads,Iceland Total Downloads,India Total Downloads,Indonesia Total Downloads,Iraq Total Downloads,Ireland Total Downloads,Israel Total Downloads,Italy Total Downloads,Jamaica Total Downloads,Japan Total Downloads,Jordan Total Downloads,Kazakhstan Total Downloads,Kenya Total Downloads,"Korea, Republic of Total Downloads",Kosovo Total Downloads,Kuwait Total Downloads,Kyrgyzstan Total Downloads,Laos Total Downloads,Latvia Total Downloads,Lebanon Total Downloads,Liberia Total Downloads,Libya Total Downloads,Lithuania Total Downloads,Luxembourg Total Downloads,Macau Total Downloads,Madagascar Total Downloads,Malawi Total Downloads,Malaysia Total Downloads,Maldives Total Downloads,Mali Total Downloads,Malta Total Downloads,Mauritania Total Downloads,Mauritius Total Downloads,Mexico Total Downloads,Micronesia Total Downloads,Moldova Total Downloads,Mongolia Total Downloads,Montenegro Total Downloads,Montserrat Total Downloads,Morocco Total Downloads,Mozambique Total Downloads,Myanmar Total Downloads,Namibia Total Downloads,Nauru Total Downloads,Nepal Total Downloads,Netherlands Total Downloads,New Zealand Total Downloads,Nicaragua Total Downloads,Niger Total Downloads,Nigeria Total Downloads,North Macedonia Total Downloads,Norway Total Downloads,Oman Total Downloads,Pakistan Total Downloads,Palau Total Downloads,Panama Total Downloads,Papua New Guinea Total Downloads,Paraguay Total Downloads,Peru Total Downloads,Philippines Total Downloads,Poland Total Downloads,Portugal Total Downloads,Qatar Total Downloads,Romania Total Downloads,Russia Total Downloads,Rwanda Total Downloads,São Tomé and Príncipe Total Downloads,Saudi Arabia Total Downloads,Senegal Total Downloads,Serbia Total Downloads,Seychelles Total Downloads,Sierra Leone Total Downloads,Singapore Total Downloads,Slovakia Total Downloads,Slovenia Total Downloads,Solomon Islands Total Downloads,South Africa Total Downloads,Spain Total Downloads,Sri Lanka Total Downloads,St. Kitts and Nevis Total Downloads,St. Lucia Total Downloads,St. Vincent and the Grenadines Total Downloads,Suriname Total Downloads,Sweden Total Downloads,Switzerland Total Downloads,Taiwan Total Downloads,Tajikistan Total Downloads,Tanzania Total Downloads,Thailand Total Downloads,Tonga Total Downloads,Trinidad and Tobago Total Downloads,Tunisia Total Downloads,Türkiye Total Downloads,Turkmenistan Total Downloads,Turks and Caicos Islands Total Downloads,Uganda Total Downloads,Ukraine Total Downloads,United Arab Emirates Total Downloads,United Kingdom Total Downloads,United States Total Downloads,Uruguay Total Downloads,Uzbekistan Total Downloads,Vanuatu Total Downloads,Venezuela Total Downloads,Vietnam Total Downloads,Yemen Total Downloads,Zambia Total Downloads,Zimbabwe Total Downloads
4/3/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,1,0,0,-,0,0,-,-,-
4/4/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,4,0,0,-,0,0,-,-,-
4/5/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,2,0,0,-,0,0,-,-,-
4/6/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,4,0,0,-,0,0,-,-,-
4/7/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,1,0,0,-,0,0,-,-,-
4/8/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,1,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,0,0,0,-,0,0,-,-,-
4/9/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,5,0,0,-,0,0,-,-,-
4/10/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,3,0,0,-,0,0,-,-,-
4/11/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,4,0,0,-,0,0,-,-,-
4/12/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,3,0,0,-,0,0,-,-,-
4/13/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,1,0,0,-,0,0,-,-,-
4/14/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,2,0,0,-,0,0,-,-,-
4/15/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,0,0,0,-,0,0,-,-,-
4/16/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,1,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,0,0,0,-,0,0,-,-,-
4/17/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,1,-,-,0,-,0,0,0,-,-,-,0,0,0,0,0,0,-,0,0,-,-,-
4/18/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,1,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,0,0,0,-,0,0,-,-,-
4/19/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,0,0,0,-,0,0,-,-,-
4/20/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,1,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,1,0,0,-,0,0,-,-,-
4/21/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,5,0,0,-,0,0,-,-,-
4/22/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,3,0,0,-,0,0,-,-,-
4/23/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,1,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,0,0,0,-,0,0,-,-,-
4/24/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,2,0,0,-,0,0,-,-,-
4/25/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,0,0,0,-,0,0,-,-,-
4/26/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,1,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,1,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,1,0,0,-,0,0,-,-,-
4/27/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,2,0,0,-,0,0,-,-,-
4/28/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,1,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,5,0,0,-,0,0,-,-,-
4/29/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,1,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,1,0,0,-,0,0,-,-,-
4/30/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,0,0,0,-,0,0,-,-,-
5/1/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,0,0,0,-,0,0,-,-,-
5/2/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,0,0,0,-,0,0,-,-,-
5/3/2022,-,0,0,-,-,-,0,0,0,0,0,-,0,-,0,0,-,-,-,-,0,-,-,0,-,-,0,-,0,-,0,-,-,-,0,0,0,-,-,0,-,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,-,-,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,-,-,0,0,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,0,-,-,0,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,-,0,0,0,0,0,0,-,0,0,-,-,-
